 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lzo1x 2.10 -1         |   Decompression speed  |  Chi-square            | -0.62439	<---
lzo1x 2.10 -1         |   Decompression speed  |  Mean                  | -0.22905
lzo1x 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.24366
lzo1x 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.40283
lzo1x 2.10 -1         |         Original size  |  Compressed size       | +0.99935	<===
lzo1x 2.10 -1         |         Original size  |  Ratio                 | +0.36123
lzo1x 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1x 2.10 -1         |         Original size  |  Entropy               | +0.29264
lzo1x 2.10 -1         |         Original size  |  Chi-square            | +0.99857	<===
lzo1x 2.10 -1         |         Original size  |  Mean                  | +0.28972
lzo1x 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzo1x 2.10 -1         |         Original size  |  Serial-Correlation    | -0.05884
lzo1x 2.10 -1         |       Compressed size  |  Ratio                 | +0.38077
lzo1x 2.10 -1         |       Compressed size  |  File-bits             | +0.99935	<===
lzo1x 2.10 -1         |       Compressed size  |  Entropy               | +0.29539
lzo1x 2.10 -1         |       Compressed size  |  Chi-square            | +0.99767	<===
lzo1x 2.10 -1         |       Compressed size  |  Mean                  | +0.29274
lzo1x 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | +0.17597
lzo1x 2.10 -1         |       Compressed size  |  Serial-Correlation    | -0.03360
lzo1x 2.10 -1         |                 Ratio  |  File-bits             | +0.36123
lzo1x 2.10 -1         |                 Ratio  |  Entropy               | +0.77573	<---
lzo1x 2.10 -1         |                 Ratio  |  Chi-square            | +0.34341
lzo1x 2.10 -1         |                 Ratio  |  Mean                  | +0.78122	<---
lzo1x 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | +0.01955
lzo1x 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.79732	<---
lzo1x 2.10 -1         |             File-bits  |  Entropy               | +0.29264
lzo1x 2.10 -1         |             File-bits  |  Chi-square            | +0.99857	<===
lzo1x 2.10 -1         |             File-bits  |  Mean                  | +0.28972
lzo1x 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzo1x 2.10 -1         |             File-bits  |  Serial-Correlation    | -0.05884
lzo1x 2.10 -1         |               Entropy  |  Chi-square            | +0.26852
lzo1x 2.10 -1         |               Entropy  |  Mean                  | +0.99965	<===
lzo1x 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzo1x 2.10 -1         |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzo1x 2.10 -1         |            Chi-square  |  Mean                  | +0.26471
lzo1x 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzo1x 2.10 -1         |            Chi-square  |  Serial-Correlation    | -0.08161
lzo1x 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzo1x 2.10 -1         |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzo1x 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzo1y 2.10 -1         |     Compression speed  |  Decompression speed   | +0.97246	<===
lzo1y 2.10 -1         |     Compression speed  |  Original size         | -0.49838
lzo1y 2.10 -1         |     Compression speed  |  Compressed size       | -0.48128
lzo1y 2.10 -1         |     Compression speed  |  Ratio                 | +0.04155
lzo1y 2.10 -1         |     Compression speed  |  File-bits             | -0.49838
lzo1y 2.10 -1         |     Compression speed  |  Entropy               | -0.17537
lzo1y 2.10 -1         |     Compression speed  |  Chi-square            | -0.51139	<---
lzo1y 2.10 -1         |     Compression speed  |  Mean                  | -0.16759
lzo1y 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.32514
lzo1y 2.10 -1         |     Compression speed  |  Serial-Correlation    | +0.46366
lzo1y 2.10 -1         |   Decompression speed  |  Original size         | -0.61756	<---
lzo1y 2.10 -1         |   Decompression speed  |  Compressed size       | -0.60165	<---
lzo1y 2.10 -1         |   Decompression speed  |  Ratio                 | -0.03011
lzo1y 2.10 -1         |   Decompression speed  |  File-bits             | -0.61756	<---
lzo1y 2.10 -1         |   Decompression speed  |  Entropy               | -0.18982
lzo1y 2.10 -1         |   Decompression speed  |  Chi-square            | -0.62679	<---
lzo1y 2.10 -1         |   Decompression speed  |  Mean                  | -0.18501
lzo1y 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.22057
lzo1y 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.44955
lzo1y 2.10 -1         |         Original size  |  Compressed size       | +0.99930	<===
lzo1y 2.10 -1         |         Original size  |  Ratio                 | +0.35872
lzo1y 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1y 2.10 -1         |         Original size  |  Entropy               | +0.29264
lzo1y 2.10 -1         |         Original size  |  Chi-square            | +0.99857	<===
lzo1y 2.10 -1         |         Original size  |  Mean                  | +0.28972
lzo1y 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzo1y 2.10 -1         |         Original size  |  Serial-Correlation    | -0.05884
lzo1y 2.10 -1         |       Compressed size  |  Ratio                 | +0.37913
lzo1y 2.10 -1         |       Compressed size  |  File-bits             | +0.99930	<===
lzo1y 2.10 -1         |       Compressed size  |  Entropy               | +0.29549
lzo1y 2.10 -1         |       Compressed size  |  Chi-square            | +0.99761	<===
lzo1y 2.10 -1         |       Compressed size  |  Mean                  | +0.29285
lzo1y 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | +0.17661
lzo1y 2.10 -1         |       Compressed size  |  Serial-Correlation    | -0.03265
lzo1y 2.10 -1         |                 Ratio  |  File-bits             | +0.35872
lzo1y 2.10 -1         |                 Ratio  |  Entropy               | +0.77177	<---
lzo1y 2.10 -1         |                 Ratio  |  Chi-square            | +0.34078
lzo1y 2.10 -1         |                 Ratio  |  Mean                  | +0.77736	<---
lzo1y 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | +0.02773
lzo1y 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.80141	<===
lzo1y 2.10 -1         |             File-bits  |  Entropy               | +0.29264
lzo1y 2.10 -1         |             File-bits  |  Chi-square            | +0.99857	<===
lzo1y 2.10 -1         |             File-bits  |  Mean                  | +0.28972
lzo1y 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzo1y 2.10 -1         |             File-bits  |  Serial-Correlation    | -0.05884
lzo1y 2.10 -1         |               Entropy  |  Chi-square            | +0.26852
lzo1y 2.10 -1         |               Entropy  |  Mean                  | +0.99965	<===
lzo1y 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzo1y 2.10 -1         |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzo1y 2.10 -1         |            Chi-square  |  Mean                  | +0.26471
lzo1y 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzo1y 2.10 -1         |            Chi-square  |  Serial-Correlation    | -0.08161
lzo1y 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzo1y 2.10 -1         |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzo1y 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzsse4fast 2019-04-18  |     Compression speed  |  Decompression speed   | -0.12831
lzsse4fast 2019-04-18  |     Compression speed  |  Original size         | +0.39531
lzsse4fast 2019-04-18  |     Compression speed  |  Compressed size       | +0.38485
lzsse4fast 2019-04-18  |     Compression speed  |  Ratio                 | -0.82130	<===
lzsse4fast 2019-04-18  |     Compression speed  |  File-bits             | +0.39531
lzsse4fast 2019-04-18  |     Compression speed  |  Entropy               | -0.29616
lzsse4fast 2019-04-18  |     Compression speed  |  Chi-square            | +0.41081
lzsse4fast 2019-04-18  |     Compression speed  |  Mean                  | -0.30535
lzsse4fast 2019-04-18  |     Compression speed  |  Monte-Carlo-Pi        | +0.00626
lzsse4fast 2019-04-18  |     Compression speed  |  Serial-Correlation    | -0.77135	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Original size         | -0.67940	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Compressed size       | -0.67961	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Ratio                 | -0.24140
lzsse4fast 2019-04-18  |   Decompression speed  |  File-bits             | -0.67940	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Entropy               | -0.64511	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Chi-square            | -0.67271	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Mean                  | -0.64388	<---
lzsse4fast 2019-04-18  |   Decompression speed  |  Monte-Carlo-Pi        | +0.24059
lzsse4fast 2019-04-18  |   Decompression speed  |  Serial-Correlation    | -0.10508
lzsse4fast 2019-04-18  |         Original size  |  Compressed size       | +0.99989	<===
lzsse4fast 2019-04-18  |         Original size  |  Ratio                 | -0.05290
lzsse4fast 2019-04-18  |         Original size  |  File-bits             | +1.00000	<===
lzsse4fast 2019-04-18  |         Original size  |  Entropy               | +0.29264
lzsse4fast 2019-04-18  |         Original size  |  Chi-square            | +0.99857	<===
lzsse4fast 2019-04-18  |         Original size  |  Mean                  | +0.28972
lzsse4fast 2019-04-18  |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzsse4fast 2019-04-18  |         Original size  |  Serial-Correlation    | -0.05884
lzsse4fast 2019-04-18  |       Compressed size  |  Ratio                 | -0.04192
lzsse4fast 2019-04-18  |       Compressed size  |  File-bits             | +0.99989	<===
lzsse4fast 2019-04-18  |       Compressed size  |  Entropy               | +0.29499
lzsse4fast 2019-04-18  |       Compressed size  |  Chi-square            | +0.99831	<===
lzsse4fast 2019-04-18  |       Compressed size  |  Mean                  | +0.29220
lzsse4fast 2019-04-18  |       Compressed size  |  Monte-Carlo-Pi        | +0.16586
lzsse4fast 2019-04-18  |       Compressed size  |  Serial-Correlation    | -0.04847
lzsse4fast 2019-04-18  |                 Ratio  |  File-bits             | -0.05290
lzsse4fast 2019-04-18  |                 Ratio  |  Entropy               | +0.65424	<---
lzsse4fast 2019-04-18  |                 Ratio  |  Chi-square            | -0.07320
lzsse4fast 2019-04-18  |                 Ratio  |  Mean                  | +0.66227	<---
lzsse4fast 2019-04-18  |                 Ratio  |  Monte-Carlo-Pi        | -0.07547
lzsse4fast 2019-04-18  |                 Ratio  |  Serial-Correlation    | +0.87675	<===
lzsse4fast 2019-04-18  |             File-bits  |  Entropy               | +0.29264
lzsse4fast 2019-04-18  |             File-bits  |  Chi-square            | +0.99857	<===
lzsse4fast 2019-04-18  |             File-bits  |  Mean                  | +0.28972
lzsse4fast 2019-04-18  |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzsse4fast 2019-04-18  |             File-bits  |  Serial-Correlation    | -0.05884
lzsse4fast 2019-04-18  |               Entropy  |  Chi-square            | +0.26852
lzsse4fast 2019-04-18  |               Entropy  |  Mean                  | +0.99965	<===
lzsse4fast 2019-04-18  |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzsse4fast 2019-04-18  |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzsse4fast 2019-04-18  |            Chi-square  |  Mean                  | +0.26471
lzsse4fast 2019-04-18  |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzsse4fast 2019-04-18  |            Chi-square  |  Serial-Correlation    | -0.08161
lzsse4fast 2019-04-18  |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzsse4fast 2019-04-18  |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzsse4fast 2019-04-18  |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzsse8 2019-04-18 -1  |     Compression speed  |  Decompression speed   | -0.95860	<===
lzsse8 2019-04-18 -1  |     Compression speed  |  Original size         | +0.79477	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Compressed size       | +0.78504	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Ratio                 | -0.17690
lzsse8 2019-04-18 -1  |     Compression speed  |  File-bits             | +0.79477	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Entropy               | +0.34224
